message_id,category,confidence,reason
MSG_0364,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0365,Action Required,0.75,The sender is asking the recipient to respond to a message or request.
MSG_0366,Action Required,0.75,The sender is asking the recipient to respond to a message or request.
MSG_0367,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0368,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0369,Action Required,0.75,The sender is asking the recipient to submit required work or information.
MSG_0370,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0371,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0372,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0373,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0374,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0375,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0376,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0377,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0378,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0379,Action Required,0.75,The sender is asking the recipient to submit required work or information.
MSG_0380,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0381,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0382,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0383,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0384,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0385,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0386,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0387,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0388,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0389,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0390,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0391,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0392,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0393,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0394,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0395,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0396,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0397,Sensitive Information,0.8,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0398,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0399,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0400,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0401,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0402,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0403,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0404,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0405,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0406,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0407,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0408,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0409,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0410,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0411,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0412,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0413,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0414,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0415,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0416,Sensitive Information,0.8,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0417,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0418,Action Required,0.75,The sender is asking the recipient to respond to a message or request.
MSG_0419,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0420,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0421,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0422,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0423,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0424,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0425,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0426,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0427,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0428,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0429,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0430,Meeting or Event,0.8,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0431,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0432,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0433,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0434,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0435,Meeting or Event,0.8,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0436,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0437,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0438,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0439,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0440,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0441,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0442,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0443,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0444,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0445,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0446,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0447,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0448,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0449,Meeting or Event,0.8,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0450,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0451,Action Required,0.75,The sender is asking the recipient to respond to a message or request.
MSG_0452,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0453,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0454,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0455,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0456,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0457,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0458,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0459,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0460,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0461,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0462,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0463,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0464,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0465,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0466,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0467,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0468,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0469,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0470,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0471,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0472,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0473,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0474,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0475,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0476,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0477,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0478,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0479,Meeting or Event,0.8,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0480,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0481,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0482,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0483,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0484,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0485,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0486,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0487,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0488,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0489,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0490,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0491,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0492,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0493,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0494,Sensitive Information,0.8,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0495,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0496,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0497,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0498,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0499,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0500,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0501,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0502,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0503,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0504,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0505,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0506,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0507,Sensitive Information,0.8,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0508,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0509,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0510,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0511,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0512,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0513,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0514,Personal Information,0.8,The message contains information about a personal emergency contact.
MSG_0515,Action Required,0.75,The sender is asking the recipient to renew something before the given deadline.
MSG_0516,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0517,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0518,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0519,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0520,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0521,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0522,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0523,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0524,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0525,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0526,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0527,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0528,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0529,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0530,Action Required,0.75,The sender is asking the recipient to submit required work or information.
MSG_0531,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0532,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0533,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0534,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0535,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0536,Action Required,0.75,The sender is asking the recipient to make a payment or pay a bill.
MSG_0537,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0538,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0539,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0540,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0541,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0542,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0543,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0544,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0545,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0546,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0547,Action Required,0.75,The sender is asking the recipient to submit required work or information.
MSG_0548,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0549,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0550,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0551,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0552,Action Required,0.75,The sender is asking the recipient to submit required work or information.
MSG_0553,Action Required,0.75,The sender is asking the recipient to renew something before the given deadline.
MSG_0554,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0555,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0556,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0557,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0558,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0559,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0560,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0561,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0562,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0563,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0564,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0565,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0566,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0567,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0568,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0569,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0570,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0571,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0572,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0573,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0574,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0575,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0576,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0577,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0578,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0579,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0580,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0581,Sensitive Information,0.8,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0582,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0583,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0584,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0585,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0586,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0587,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0588,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0589,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0590,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0591,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0592,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0593,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0594,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0595,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0596,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0597,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0598,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0599,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0600,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0601,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0602,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0603,Meeting or Event,0.8,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0604,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0605,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0606,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0607,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0608,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0609,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0610,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0611,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0612,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0613,Personal Information,0.8,The message contains information about a personal emergency contact.
MSG_0614,Action Required,0.75,The sender is asking the recipient to make a payment or pay a bill.
MSG_0615,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0616,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0617,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0618,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0619,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0620,Action Required,0.75,The sender is asking the recipient to make a payment or pay a bill.
MSG_0621,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0622,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0623,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0624,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0625,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0626,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0627,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0628,Meeting or Event,0.8,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0629,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0630,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0631,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0632,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0633,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0634,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0635,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0636,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0637,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0638,Action Required,0.75,The sender is asking the recipient to renew something before the given deadline.
MSG_0639,Action Required,0.75,The sender is asking the recipient to submit required work or information.
MSG_0640,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0641,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0642,Sensitive Information,0.8,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0643,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0644,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0645,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0646,Meeting or Event,0.8,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0647,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0648,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0649,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0650,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0651,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0652,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0653,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0654,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0655,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0656,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0657,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0658,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0659,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0660,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0661,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0662,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0663,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0664,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0665,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0666,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0667,Action Required,0.75,The sender is asking the recipient to make a payment or pay a bill.
MSG_0668,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0669,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0670,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0671,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0672,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0673,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0674,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0675,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0676,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0677,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0678,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0679,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0680,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0681,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0682,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0683,Meeting or Event,0.8,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0684,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0685,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0686,Personal Information,0.8,The message contains information about a personal emergency contact.
MSG_0687,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0688,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0689,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0690,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0691,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0692,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0693,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0694,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0695,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0696,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0697,Meeting or Event,0.8,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0698,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0699,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0700,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0701,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0702,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0703,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0704,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0705,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0706,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0707,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0708,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0709,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0710,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0711,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0712,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0713,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0714,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0715,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0716,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0717,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0718,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0719,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0720,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0721,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0722,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0723,General Information,0.75,The message provides general information or an update without requesting a specific action.
